Question;Réponse
À quoi ressemblaient les premiers châteaux forts ?;Les premiers châteaux forts étaient en bois
Pourquoi Mickey porte-t-il des gants ?;Mickey Mouse apparaît en 1928 dans un dessin animé produit par Disney
Pourquoi le nez coule quand on est enrhumé ?;Lorsque l’on est enrhumé, les microbes se développent dans le nez
"D&rsquo;où vient le miel ?";Ce sont les abeilles qui fabriquent le miel
Combien de pattes a le mille-pattes ?;Eh bien, justement, il n’en a pas mille, mais 42, soit deux fois 21, de chaque côté de son corps
Combien de temps dure un match de football ?;Le match se compose de deux mi-temps, chacune d’une durée de 45 minutes
"Qu&rsquo;est-ce qu&rsquo;il y a dans les os ?";Les os sont creux, oui mais ils ne sont pas vides 
"Qui s&rsquo;invite dans des coquillages vides ?";Il s’agit du bernard-l’ermite
"Dans l&rsquo;Égypte ancienne, les momies n&rsquo;existaient-elles que pour les hommes ?";Eh non 
Pourquoi les Égyptiens faisaient des momies de leurs morts ?;Les momies sont des cadavres desséchés
Qui est Monsieur Loyal, dans les cirques ?;Ce monsieur en costume rouge et au grand chapeau est l’homme qui présente les artistes avant chaque numéro
"Quel est le nom de la chaîne de montagnes qui sépare la France de l&rsquo;Italie ?";La chaîne des Alpes est une frontière naturelle entre la France, l’Italie et la Suisse
Pourquoi la mer est-elle salée ?;En dégoulinant, la pluie emporte le sel des montagnes dans les rivières puis dans la mer...
Pourquoi y a-t-il de la neige en haut des montagnes ?;Tout en haut des hautes montagnes, l’air est très froid 
Quelle est la hauteur de la tour Eiffel ?;La tour Eiffel mesure très exactement 320 mètres de haut
Les ponts de Paris ont-ils été habités ?;Oui 
Pourquoi meurt-on ?;Tous les hommes naissent, grandissent, vieillissent et meurent
Les abeilles piquent-elles ?;Oui, les abeilles piquent et en meurent même 
Pourquoi les Égyptiens faisaient des momies de leurs morts ?;Les momies sont des cadavres desséchés
Pourquoi le nez coule quand on est enrhumé ?;Lorsque l’on est enrhumé, les microbes se développent dans le nez
Pourquoi le chat a-t-il des moustaches ?;Les moustaches du chat lui servent à sentir ce qui se trouve autour de lui
Qui pique chez les moustiques, le mâle ou la femelle ?;Les moustiques qui piquent sont les femelles 
"D&rsquo;où vient mon pull bleu ?";Il ne vient pas d’un mouton bleu 
Pourquoi doit-on tondre les moutons ?;On tond les moutons une fois par an, juste avant l’été, car leur laine leur tiendrait trop chaud
Pourquoi brûlait-on les sorcières au Moyen Âge ?;À l’époque, les gens étaient très superstitieux
"Qui était Jeanne d&rsquo;Arc ?";Jeanne d’Arc était une jeune fille qui vivait au Moyen Âge
Pourquoi au Moyen Âge, les femmes sortaient-elles avec des chaussures aux épaisses semelles ?;Au Moyen Âge, les rues des villes étaient extrêmement sales
"Quel âge avait Jeanne d&rsquo;Arc quand elle libéra la ville d&rsquo;Orléans des Anglais ?";Jeanne d’Arc était une jeune paysanne française
Au Moyen Âge, que signifiait la couronne du roi ?;Au Moyen Âge et même après, la couronne du roi symbolise la puissance pour celui qui la porte
Les muscles, à quoi ça sert ?;Si nous n’avions pas de muscles, nous ne pourrions même pas bouger 
Pourquoi rit-on ?;Lorsque l’on entend quelque chose de drôle, les sens envoient des messages au cerveau
À quoi servaient les temples grecs ?;Les Grecs construisirent des temples pour vénérer leurs dieux
Où avaient lieu les jeux olympiques ?;Ils se déroulaient à Olympie, en l’honneur de Zeus, le roi des dieux : le lieu où vivaient les dieux était le mont Olympe, à Olympie
Pourquoi le canard a-t-il les pattes palmées ?;Le canard a les pattes palmées car cela lui permet de mieux nager
"D&rsquo;où vient le miel ?";Ce sont les abeilles qui fabriquent le miel
"Où va l&rsquo;eau des toilettes ?";L’eau des toilettes est transportée dans des tuyaux jusqu’à des usines de nettoyage
Pourquoi y a-t-il des jardins sur les toits de Paris ?;Paris est hélas l’une des mégalopoles comptant le moins d’arbres par habitant
Les tremblements de terre ont-ils tous la même force ?;Eh non, bien sûr 
Que doit-on faire pour respecter les arbres ?;Les arbres sont vivants et sont les poumons de la planète 
Pourquoi y a-t-il de la neige en haut des montagnes ?;Tout en haut des hautes montagnes, l’air est très froid 
Qui était Neil Armstrong ?;Neil Armstrong était un astronaute américain
"Où va l&rsquo;eau des toilettes ?";L’eau des toilettes est transportée dans des tuyaux jusqu’à des usines de nettoyage
Avec quel matériau les Égyptiens construisaient-ils leurs maisons ?;Les Égyptiens construisaient leurs maisons avec des briques fabriquées à partir de boue séchée, issue du Nil
"Comment s&rsquo;appelle le fleuve qui traverse l&rsquo;Égypte ?";Ce fleuve s’appelle le Nil
Quel animal était sacré pour les Égyptiens ?;Il s’agit du crocodile
"Quel pharaon d&rsquo;Égypte a eu environ 110 enfants ?";Il s’agit de Ramsès II
Combien de pattes a le mille-pattes ?;Eh bien, justement, il n’en a pas mille, mais 42, soit deux fois 21, de chaque côté de son corps
"C&rsquo;est quoi le nombril ?";Le nombril correspond à l’endroit où était accroché le cordon ombilical, ce drôle de « tuyau » qui attache le bébé à sa mère, lorsqu’il est dans son ventre
Pourquoi doit-on manger ?;Le corps a besoin de nourriture pour bien fonctionner, comme une voiture a besoin d’essence 
"Qu&rsquo;y a-t-il a l&rsquo;intérieur de la Terre ?";À l’intérieur de la Terre il y a un noyau et autour se trouvent des roches si brûlantes qu’elles en sont liquides
"Pourquoi est-ce qu&rsquo;il pleut ?";De minuscules petites gouttes d’eau s’évaporent de la mer, des lacs ou des rivières
Comment se passe la vie dans un cirque ?;Travailler dans un cirque ambulant c’est vivre en groupe et voyager sur les routes
"C&rsquo;est quoi la ménagerie d&rsquo;un cirque ?";C’est l’endroit dans un cirque où les animaux sont gardés, lorsqu’ils ne sont pas sur la piste en train de faire leur numéro
Qui est Monsieur Loyal, dans les cirques ?;Ce monsieur en costume rouge et au grand chapeau est l’homme qui présente les artistes avant chaque numéro
"Qu&rsquo;annonce le roulement de tambour, dans un cirque ?";Le roulement de tambour, dans un cirque, annonce qu’un numéro dangereux va se dérouler
"Sur Terre qu&rsquo;y a-t-il le plus : de la terre ou de la mer ?";La Terre est surtout recouverte d’eau qui sont les mers et les océans
Pourquoi ferme-t-on les yeux au soleil ?;Regarder le soleil peut être dangereux pour les yeux 
Pourquoi cligne-t-on des yeux ?;Le clignement des paupières permet que les yeux ne s’assèchent pas
"La pupille, le point noir au milieu de l&rsquo;œil, peut-elle changer de taille ?";Oui 
"D&rsquo;où viennent les poissons panés&nbsp;?";On ne trouve pas de poissons panés dans la mer, ça c’est sûr 
Comment font les œufs de manchot pour ne pas geler en Antarctique ?;Grâce au papa manchot 
Qui pond les plus gros œufs du monde ?;Il s’agit de l’autruche
Y a-t-il un poussin dans tous les œufs de poule ?;La poule pond presque tous les jours
Quels sont les oiseaux qui ne peuvent pas voler ?;La quasi totalité des oiseaux volent, même un peu, comme les poules 
De nos jours, quels animaux sont les plus proches des dinosaures ?;Les animaux les plus proches des dinosaures, de nos jours, sont les oiseaux 
"Quel était l&rsquo;animal préféré des pirates ?";L’animal préféré des pirates était le perroquet
Qui transporte les repas de ses petits dans un « sac » ?;C’est le pélican qui possède une poche de peau sous son bec
Quelle est la différence entre un pingouin et un manchot ?;Le pingouin vit au pôle Nord et le manchot vit au pôle Sud
Pourquoi le français est-il la langue officielle de la danse classique ?;Le français est la langue utilisée pour la danse classique parce que les premiers danseurs professionnels sont apparus en France, à l’époque de Louis XIV, le Roi Soleil
"Que sont les petits rats de l&rsquo;Opéra ?";Les petits rats de l’opéra sont les jeunes élèves de l’école de danse de l’Opéra de Paris
Pourquoi le cheval remue-t-il les oreilles ?;Le cheval, comme beaucoup d’animaux, remue ses oreilles en fonction de son humeur
À quoi servent les très grandes oreilles du fennec, petit renard du désert ?;Les oreilles du fennec lui servent à laisser partir la chaleur de son corps 
"Est-ce le bruit de la mer que l&rsquo;on entend quand on approche un coquillage de son oreille ?";Il ne s’agit pas du bruit de la mer que l’on entend
"Quel âge avait Jeanne d&rsquo;Arc quand elle libéra la ville d&rsquo;Orléans des Anglais ?";Jeanne d’Arc était une jeune paysanne française
"Qu&rsquo;est-ce qu&rsquo;un ornithorynque ?";L’ornithorynque est un mammifère amphibie (qui vit sur Terre et dans l’eau) au corps poilu, avec des pattes palmées munies de griffes, une queue de castor et un bec de canard 
"Qu&rsquo;est-ce qu&rsquo;un ornithorynque ?";L’ornithorynque est un animal qui vit en Australie et dans aucun autre pays de la planète 
"Qu&rsquo;appelle-t-on la « baleine tueuse » ?";C’est le nom que l’on donne à l’orque, car elle est le seul cétacé à manger d’autres mammifères marins
"Qu&rsquo;est-ce qu&rsquo;il y a dans les os ?";Les os sont creux, oui mais ils ne sont pas vides 
Pourquoi les chiens aiment-ils les os ?;Les chiens adorent ronger les os
Comment fait-on pour se tenir debout ?;Le corps peut se tenir debout grâce aux os
Sur quel continent seraient apparus les premiers hommes ?;Les premiers hommes seraient apparus en Afrique
Les oursons ont-ils froid sur la banquise ?;Non, jamais
Pourquoi les pompiers portent parfois un masque ?;Lorsque les pompiers interviennent dans des immeubles ou des maisons en feu, ils doivent porter un masque qui leur donne de l’oxygène
À quoi ça sert de respirer ?;Pour vivre, tu as besoin de respirer
Comment naît le papillon ?;Au tout début, c’est une petite chenille qui sort de son œuf
"Pourquoi le paresseux s&rsquo;appelle-t-il ainsi ?";Le paresseux est un animal bien particulier 
Pourquoi y a-t-il des jardins sur les toits de Paris ?;Paris est hélas l’une des mégalopoles comptant le moins d’arbres par habitant
Quelle est la hauteur de la tour Eiffel ?;La tour Eiffel mesure très exactement 320 mètres de haut
Pourquoi y a-t-il de grands immeubles à Paris ?;Il y a de grands immeubles à Paris car de plus en plus de monde habite les grandes villes comme Paris
Pourquoi y a-t-il des plaques sur le sol de Paris ?;Les plaques sur le sol de Paris permettent de fermer l’accès aux égouts
La Seine est-elle le plus long fleuve de France ?;Eh non 
Pourquoi le canard a-t-il les pattes palmées ?;Le canard a les pattes palmées car cela lui permet de mieux nager
Pourquoi cligne-t-on des yeux ?;Le clignement des paupières permet que les yeux ne s’assèchent pas
Qui était Pelé ?;Pelé est un footballeur brésilien, considéré comme le plus grand joueur de football de tous les temps
Qui transporte les repas de ses petits dans un « sac » ?;C’est le pélican qui possède une poche de peau sous son bec
Au football, à quoi servent les cartons jaunes et rouges ?;L’arbitre est celui qui remet le carton jaune ou le carton rouge aux joueurs
Quel père met au monde ses petits ?;Il s’agit de l’hippocampe
"Quel était l&rsquo;animal préféré des pirates ?";L’animal préféré des pirates était le perroquet
"Quel l&rsquo;animal remplace les produits chimiques en mangeant les pucerons ?";L’animal qui dévore les pucerons est la coccinelle 
Y a-t-il du pétrole en France ?;Eh bien oui 
Le pétrole risque-t-il de complètement disparaître ?;Oui, bien sûr 
Qui était Toutankhamon ?;Toutankhamon était un pharaon d’Égypte, mort à 19 ans
"Quel pharaon d&rsquo;Égypte a eu environ 110 enfants ?";Il s’agit de Ramsès II
"Qui régnait sur l&rsquo;Égypte ancienne ?";Les pharaons étaient les rois d’Égypte
"Quelle partie du corps du phoque le protège du froid, dans l&rsquo;eau glacée ?";Il s’agit de son épaisse couche de graisse
"Qu&rsquo;appelle-t-on les claquettes ?";Les claquettes sont une danse qui se pratique en tapant avec ses pieds
Quelle était la pierre que taillaient les hommes préhistoriques ?;La pierre que taillaient les hommes préhistoriques pour en faire des armes et des outils est le silex
Certains dinosaures herbivores avalaient-ils des pierres ?;Eh oui 
Quelle est la différence entre un pingouin et un manchot ?;Le pingouin vit au pôle Nord et le manchot vit au pôle Sud
Pourquoi les guêpes piquent ?;Les guêpes piquent lorsqu’elles se sentent menacées
Qui devenait pirate ?;C’étaient souvent d’anciens corsaires au service du roi qui décidaient d’attaquer des navires pour leur propre compte
